period,stateid,stateDescription,sectorid,sectorName,customers,price,customers-units,price-units
2019-11,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2019-11,MN,Minnesota,IND,industrial,8713,7.07,number of customers,cents per kilowatthour
2019-11,MN,Minnesota,COM,commercial,301128,9.64,number of customers,cents per kilowatthour
2019-11,MN,Minnesota,ALL,all sectors,2762048,9.65,number of customers,cents per kilowatthour
2019-11,MA,Massachusetts,TRA,transportation,2,5.63,number of customers,cents per kilowatthour
2019-11,MA,Massachusetts,RES,residential,2811059,21.78,number of customers,cents per kilowatthour
2019-11,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2019-11,MA,Massachusetts,IND,industrial,11072,15.03,number of customers,cents per kilowatthour
2019-11,MA,Massachusetts,COM,commercial,413740,16.4,number of customers,cents per kilowatthour
2019-11,MA,Massachusetts,ALL,all sectors,3235873,18.05,number of customers,cents per kilowatthour
2019-11,NY,New York,TRA,transportation,8,12.06,number of customers,cents per kilowatthour
2019-11,NY,New York,RES,residential,7251043,18.01,number of customers,cents per kilowatthour
2019-11,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2019-11,NY,New York,IND,industrial,7547,5.46,number of customers,cents per kilowatthour
2019-11,NY,New York,COM,commercial,1127408,13.44,number of customers,cents per kilowatthour
2019-11,NY,New York,ALL,all sectors,8386006,13.8,number of customers,cents per kilowatthour
2019-11,FL,Florida,TRA,transportation,2,8.86,number of customers,cents per kilowatthour
2019-10,TX,Texas,TRA,transportation,3,6.3,number of customers,cents per kilowatthour
2019-10,FL,Florida,TRA,transportation,2,8.04,number of customers,cents per kilowatthour
2019-10,FL,Florida,RES,residential,9560926,11.66,number of customers,cents per kilowatthour
2019-10,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2019-10,FL,Florida,IND,industrial,23469,7.47,number of customers,cents per kilowatthour
2019-10,FL,Florida,COM,commercial,1243313,9.17,number of customers,cents per kilowatthour
2019-10,FL,Florida,ALL,all sectors,10827710,10.38,number of customers,cents per kilowatthour
2019-10,TX,Texas,RES,residential,11461778,11.81,number of customers,cents per kilowatthour
2019-10,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2019-10,TX,Texas,IND,industrial,239182,5.55,number of customers,cents per kilowatthour
2019-10,TX,Texas,COM,commercial,1544429,8.06,number of customers,cents per kilowatthour
2019-10,TX,Texas,ALL,all sectors,13245392,8.66,number of customers,cents per kilowatthour
2019-10,OH,Ohio,TRA,transportation,3,6.23,number of customers,cents per kilowatthour
2019-10,OH,Ohio,RES,residential,4984046,12.06,number of customers,cents per kilowatthour
2019-10,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2019-10,OH,Ohio,IND,industrial,20134,6.22,number of customers,cents per kilowatthour
2019-10,OH,Ohio,COM,commercial,633865,9.43,number of customers,cents per kilowatthour
2019-10,OH,Ohio,ALL,all sectors,5638048,9.06,number of customers,cents per kilowatthour
2019-10,CO,Colorado,TRA,transportation,1,7.93,number of customers,cents per kilowatthour
2019-10,CO,Colorado,RES,residential,2381183,11.91,number of customers,cents per kilowatthour
2019-10,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2019-10,CO,Colorado,IND,industrial,14617,7.22,number of customers,cents per kilowatthour
2019-10,CO,Colorado,COM,commercial,382186,10.17,number of customers,cents per kilowatthour
2019-10,CO,Colorado,ALL,all sectors,2777987,9.88,number of customers,cents per kilowatthour
2019-10,CA,California,TRA,transportation,12,9.33,number of customers,cents per kilowatthour
2019-10,CA,California,RES,residential,14265420,14.9,number of customers,cents per kilowatthour
2019-10,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2019-10,CA,California,IND,industrial,156081,14.96,number of customers,cents per kilowatthour
2019-10,CA,California,COM,commercial,1776717,17.75,number of customers,cents per kilowatthour
2019-10,CA,California,ALL,all sectors,16198230,16.25,number of customers,cents per kilowatthour
2019-10,NY,New York,TRA,transportation,8,12.5,number of customers,cents per kilowatthour
2019-10,NY,New York,RES,residential,7241758,18.58,number of customers,cents per kilowatthour
2019-10,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2019-10,NY,New York,IND,industrial,7592,5.6,number of customers,cents per kilowatthour
2019-10,NY,New York,COM,commercial,1125877,14.6,number of customers,cents per kilowatthour
2019-10,NY,New York,ALL,all sectors,8375235,14.65,number of customers,cents per kilowatthour
2019-10,MN,Minnesota,TRA,transportation,1,8.37,number of customers,cents per kilowatthour
2019-10,MN,Minnesota,RES,residential,2463561,13.17,number of customers,cents per kilowatthour
2019-10,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2019-10,MN,Minnesota,IND,industrial,8873,7.46,number of customers,cents per kilowatthour
2019-10,MN,Minnesota,COM,commercial,301714,10.07,number of customers,cents per kilowatthour
2019-10,MN,Minnesota,ALL,all sectors,2774149,10.1,number of customers,cents per kilowatthour
2019-10,MA,Massachusetts,TRA,transportation,2,4.77,number of customers,cents per kilowatthour
2019-10,MA,Massachusetts,RES,residential,2789284,21.25,number of customers,cents per kilowatthour
2019-10,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2019-10,MA,Massachusetts,IND,industrial,11040,14.46,number of customers,cents per kilowatthour
2019-10,MA,Massachusetts,COM,commercial,410716,16.48,number of customers,cents per kilowatthour
2019-10,MA,Massachusetts,ALL,all sectors,3211042,17.76,number of customers,cents per kilowatthour
2019-10,WA,Washington,TRA,transportation,5,9.58,number of customers,cents per kilowatthour
2019-10,WA,Washington,RES,residential,3197425,9.78,number of customers,cents per kilowatthour
2019-10,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2019-10,WA,Washington,IND,industrial,27141,4.88,number of customers,cents per kilowatthour
2019-10,WA,Washington,COM,commercial,396221,8.82,number of customers,cents per kilowatthour
2019-10,WA,Washington,ALL,all sectors,3620792,8.11,number of customers,cents per kilowatthour
2019-09,NY,New York,TRA,transportation,8,12.87,number of customers,cents per kilowatthour
2019-09,CO,Colorado,TRA,transportation,1,9.09,number of customers,cents per kilowatthour
2019-09,CO,Colorado,RES,residential,2376739,12.8,number of customers,cents per kilowatthour
2019-09,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2019-09,CO,Colorado,IND,industrial,14761,7.65,number of customers,cents per kilowatthour
2019-09,CO,Colorado,COM,commercial,381862,11.18,number of customers,cents per kilowatthour
2019-09,CO,Colorado,ALL,all sectors,2773363,10.7,number of customers,cents per kilowatthour
2019-09,CA,California,TRA,transportation,12,9.52,number of customers,cents per kilowatthour
2019-09,CA,California,RES,residential,13586517,20.65,number of customers,cents per kilowatthour
2019-09,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2019-09,CA,California,IND,industrial,145023,15.1,number of customers,cents per kilowatthour
2019-09,CA,California,COM,commercial,1690345,19.07,number of customers,cents per kilowatthour
2019-09,CA,California,ALL,all sectors,15421897,18.84,number of customers,cents per kilowatthour
2019-09,FL,Florida,TRA,transportation,2,8.44,number of customers,cents per kilowatthour
2019-09,FL,Florida,RES,residential,9600439,11.82,number of customers,cents per kilowatthour
2019-09,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2019-09,FL,Florida,IND,industrial,23757,7.73,number of customers,cents per kilowatthour
2019-09,FL,Florida,COM,commercial,1244147,9.19,number of customers,cents per kilowatthour
2019-09,FL,Florida,ALL,all sectors,10868345,10.56,number of customers,cents per kilowatthour
2019-09,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2019-09,MA,Massachusetts,IND,industrial,10985,14.46,number of customers,cents per kilowatthour
2019-09,MA,Massachusetts,COM,commercial,410769,16.88,number of customers,cents per kilowatthour
2019-09,MA,Massachusetts,ALL,all sectors,3219007,18.42,number of customers,cents per kilowatthour
2019-09,TX,Texas,TRA,transportation,3,6.21,number of customers,cents per kilowatthour
2019-09,TX,Texas,RES,residential,11399076,11.81,number of customers,cents per kilowatthour
2019-09,TX,Texas,OTH,other,,,number of customers,cents per kilowatthour
2019-09,TX,Texas,IND,industrial,239563,5.8,number of customers,cents per kilowatthour
2019-09,TX,Texas,COM,commercial,1535519,8.42,number of customers,cents per kilowatthour
2019-09,TX,Texas,ALL,all sectors,13174161,9.09,number of customers,cents per kilowatthour
2019-09,MN,Minnesota,TRA,transportation,1,9.63,number of customers,cents per kilowatthour
2019-09,MN,Minnesota,RES,residential,2446044,13.8,number of customers,cents per kilowatthour
2019-09,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2019-09,MN,Minnesota,IND,industrial,9237,7.82,number of customers,cents per kilowatthour
2019-09,MN,Minnesota,COM,commercial,300353,10.84,number of customers,cents per kilowatthour
2019-09,MN,Minnesota,ALL,all sectors,2755635,10.7,number of customers,cents per kilowatthour
2019-09,MA,Massachusetts,TRA,transportation,2,4.78,number of customers,cents per kilowatthour
2019-09,MA,Massachusetts,RES,residential,2797251,22.03,number of customers,cents per kilowatthour
2019-09,WA,Washington,TRA,transportation,5,9.67,number of customers,cents per kilowatthour
2019-09,WA,Washington,RES,residential,3104397,10,number of customers,cents per kilowatthour
2019-09,WA,Washington,OTH,other,,,number of customers,cents per kilowatthour
2019-09,WA,Washington,IND,industrial,26911,4.74,number of customers,cents per kilowatthour
2019-09,WA,Washington,COM,commercial,388677,8.67,number of customers,cents per kilowatthour
2019-09,WA,Washington,ALL,all sectors,3519990,7.9,number of customers,cents per kilowatthour
2019-09,NY,New York,RES,residential,7237146,18.72,number of customers,cents per kilowatthour
2019-09,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2019-09,NY,New York,IND,industrial,7609,5.77,number of customers,cents per kilowatthour
2019-09,NY,New York,COM,commercial,1125210,15.71,number of customers,cents per kilowatthour
2019-09,NY,New York,ALL,all sectors,8369973,15.52,number of customers,cents per kilowatthour
2019-09,OH,Ohio,TRA,transportation,3,6.61,number of customers,cents per kilowatthour
2019-09,OH,Ohio,RES,residential,4978173,12.08,number of customers,cents per kilowatthour
2019-09,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2019-09,OH,Ohio,IND,industrial,20115,6.28,number of customers,cents per kilowatthour
2019-09,OH,Ohio,COM,commercial,633536,9.43,number of customers,cents per kilowatthour
2019-09,OH,Ohio,ALL,all sectors,5631827,9.3,number of customers,cents per kilowatthour
2019-08,TX,Texas,ALL,all sectors,13191027,9.45,number of customers,cents per kilowatthour
2019-08,FL,Florida,TRA,transportation,2,8.13,number of customers,cents per kilowatthour
2019-08,FL,Florida,RES,residential,9655994,11.71,number of customers,cents per kilowatthour
2019-08,FL,Florida,OTH,other,,,number of customers,cents per kilowatthour
2019-08,FL,Florida,IND,industrial,23973,7.71,number of customers,cents per kilowatthour
2019-08,FL,Florida,COM,commercial,1251011,9.16,number of customers,cents per kilowatthour
2019-08,FL,Florida,ALL,all sectors,10930980,10.47,number of customers,cents per kilowatthour
2019-08,CO,Colorado,TRA,transportation,1,8.84,number of customers,cents per kilowatthour
2019-08,CO,Colorado,RES,residential,2373710,12.56,number of customers,cents per kilowatthour
2019-08,CO,Colorado,OTH,other,,,number of customers,cents per kilowatthour
2019-08,CO,Colorado,IND,industrial,14796,7.66,number of customers,cents per kilowatthour
2019-08,CO,Colorado,COM,commercial,381444,11.03,number of customers,cents per kilowatthour
2019-08,CO,Colorado,ALL,all sectors,2769951,10.71,number of customers,cents per kilowatthour
2019-08,CA,California,TRA,transportation,12,9.62,number of customers,cents per kilowatthour
2019-08,CA,California,RES,residential,13813298,19.78,number of customers,cents per kilowatthour
2019-08,CA,California,OTH,other,,,number of customers,cents per kilowatthour
2019-08,CA,California,IND,industrial,150612,15.09,number of customers,cents per kilowatthour
2019-08,CA,California,COM,commercial,1723282,18.78,number of customers,cents per kilowatthour
2019-08,CA,California,ALL,all sectors,15687204,18.46,number of customers,cents per kilowatthour
2019-08,OH,Ohio,TRA,transportation,2,7.02,number of customers,cents per kilowatthour
2019-08,OH,Ohio,RES,residential,4974517,12.67,number of customers,cents per kilowatthour
2019-08,OH,Ohio,OTH,other,,,number of customers,cents per kilowatthour
2019-08,OH,Ohio,IND,industrial,20237,6.49,number of customers,cents per kilowatthour
2019-08,OH,Ohio,COM,commercial,633343,9.46,number of customers,cents per kilowatthour
2019-08,OH,Ohio,ALL,all sectors,5628099,9.69,number of customers,cents per kilowatthour
2019-08,NY,New York,TRA,transportation,8,12.39,number of customers,cents per kilowatthour
2019-08,NY,New York,RES,residential,7236699,18.38,number of customers,cents per kilowatthour
2019-08,NY,New York,OTH,other,,,number of customers,cents per kilowatthour
2019-08,NY,New York,IND,industrial,7576,5.77,number of customers,cents per kilowatthour
2019-08,NY,New York,COM,commercial,1125230,15.24,number of customers,cents per kilowatthour
2019-08,NY,New York,ALL,all sectors,8369513,15.4,number of customers,cents per kilowatthour
2019-08,MN,Minnesota,TRA,transportation,1,9.46,number of customers,cents per kilowatthour
2019-08,MN,Minnesota,RES,residential,2459917,13.7,number of customers,cents per kilowatthour
2019-08,MN,Minnesota,OTH,other,,,number of customers,cents per kilowatthour
2019-08,MN,Minnesota,IND,industrial,9289,7.89,number of customers,cents per kilowatthour
2019-08,MN,Minnesota,COM,commercial,300984,10.88,number of customers,cents per kilowatthour
2019-08,MN,Minnesota,ALL,all sectors,2770191,10.8,number of customers,cents per kilowatthour
2019-08,MA,Massachusetts,TRA,transportation,2,5.41,number of customers,cents per kilowatthour
2019-08,MA,Massachusetts,RES,residential,2860186,21.62,number of customers,cents per kilowatthour
2019-08,MA,Massachusetts,OTH,other,,,number of customers,cents per kilowatthour
2019-08,MA,Massachusetts,IND,industrial,11015,14.28,number of customers,cents per kilowatthour
2019-08,MA,Massachusetts,COM,commercial,412932,16.82,number of customers,cents per kilowatthour
2019-08,MA,Massachusetts,ALL,all sectors,3284135,18.42,number of customers,cents per kilowatthour
