period,stateid,stateDescription,sectorid,sectorName,price,price-units
2002-02,US,U.S. Total,RES,residential,8.19,cents per kilowatthour
2002-02,US,U.S. Total,OTH,other,6.67,cents per kilowatthour
2002-02,US,U.S. Total,IND,industrial,4.76,cents per kilowatthour
2002-02,US,U.S. Total,COM,commercial,7.68,cents per kilowatthour
2002-01,US,U.S. Total,ALL,all sectors,6.95,cents per kilowatthour
2002-01,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2002-01,US,U.S. Total,RES,residential,8.07,cents per kilowatthour
2002-01,US,U.S. Total,OTH,other,6.44,cents per kilowatthour
2002-01,US,U.S. Total,IND,industrial,4.73,cents per kilowatthour
2002-01,US,U.S. Total,COM,commercial,7.49,cents per kilowatthour
2001-12,US,U.S. Total,ALL,all sectors,7.03,cents per kilowatthour
2001-12,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-12,US,U.S. Total,RES,residential,8.29,cents per kilowatthour
2001-12,US,U.S. Total,OTH,other,6.99,cents per kilowatthour
2001-12,US,U.S. Total,IND,industrial,4.78,cents per kilowatthour
2001-12,US,U.S. Total,COM,commercial,7.66,cents per kilowatthour
2001-11,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-11,US,U.S. Total,RES,residential,8.47,cents per kilowatthour
2001-11,US,U.S. Total,OTH,other,7.1,cents per kilowatthour
2001-11,US,U.S. Total,IND,industrial,4.78,cents per kilowatthour
2001-11,US,U.S. Total,COM,commercial,7.73,cents per kilowatthour
2001-11,US,U.S. Total,ALL,all sectors,7.02,cents per kilowatthour
2001-10,US,U.S. Total,ALL,all sectors,7.43,cents per kilowatthour
2001-10,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-10,US,U.S. Total,RES,residential,8.84,cents per kilowatthour
2001-10,US,U.S. Total,OTH,other,7.52,cents per kilowatthour
2001-10,US,U.S. Total,IND,industrial,5.07,cents per kilowatthour
2001-10,US,U.S. Total,COM,commercial,8.27,cents per kilowatthour
2001-09,US,U.S. Total,ALL,all sectors,7.62,cents per kilowatthour
2001-09,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-09,US,U.S. Total,RES,residential,8.92,cents per kilowatthour
2001-09,US,U.S. Total,OTH,other,7.23,cents per kilowatthour
2001-09,US,U.S. Total,IND,industrial,5.31,cents per kilowatthour
2001-09,US,U.S. Total,COM,commercial,8.22,cents per kilowatthour
2001-08,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-08,US,U.S. Total,RES,residential,9.01,cents per kilowatthour
2001-08,US,U.S. Total,OTH,other,7.58,cents per kilowatthour
2001-08,US,U.S. Total,IND,industrial,5.5,cents per kilowatthour
2001-08,US,U.S. Total,COM,commercial,8.35,cents per kilowatthour
2001-08,US,U.S. Total,ALL,all sectors,7.84,cents per kilowatthour
2001-07,US,U.S. Total,ALL,all sectors,7.88,cents per kilowatthour
2001-07,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-07,US,U.S. Total,RES,residential,9.03,cents per kilowatthour
2001-07,US,U.S. Total,OTH,other,7.7,cents per kilowatthour
2001-07,US,U.S. Total,IND,industrial,5.57,cents per kilowatthour
2001-07,US,U.S. Total,COM,commercial,8.41,cents per kilowatthour
2001-06,US,U.S. Total,ALL,all sectors,7.58,cents per kilowatthour
2001-06,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-06,US,U.S. Total,RES,residential,9.07,cents per kilowatthour
2001-06,US,U.S. Total,OTH,other,7.51,cents per kilowatthour
2001-06,US,U.S. Total,IND,industrial,5.23,cents per kilowatthour
2001-06,US,U.S. Total,COM,commercial,8.13,cents per kilowatthour
2001-05,US,U.S. Total,ALL,all sectors,7.17,cents per kilowatthour
2001-05,US,U.S. Total,COM,commercial,7.77,cents per kilowatthour
2001-05,US,U.S. Total,IND,industrial,5,cents per kilowatthour
2001-05,US,U.S. Total,OTH,other,7.14,cents per kilowatthour
2001-05,US,U.S. Total,RES,residential,8.83,cents per kilowatthour
2001-05,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-04,US,U.S. Total,ALL,all sectors,7.02,cents per kilowatthour
2001-04,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-04,US,U.S. Total,RES,residential,8.46,cents per kilowatthour
2001-04,US,U.S. Total,OTH,other,7.04,cents per kilowatthour
2001-04,US,U.S. Total,IND,industrial,4.87,cents per kilowatthour
2001-04,US,U.S. Total,COM,commercial,7.73,cents per kilowatthour
2001-03,US,U.S. Total,ALL,all sectors,7.01,cents per kilowatthour
2001-03,US,U.S. Total,COM,commercial,7.7,cents per kilowatthour
2001-03,US,U.S. Total,IND,industrial,4.86,cents per kilowatthour
2001-03,US,U.S. Total,OTH,other,7.05,cents per kilowatthour
2001-03,US,U.S. Total,RES,residential,8.32,cents per kilowatthour
2001-03,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-02,US,U.S. Total,ALL,all sectors,6.87,cents per kilowatthour
2001-02,US,U.S. Total,TRA,transportation,,cents per kilowatthour
2001-02,US,U.S. Total,RES,residential,8.04,cents per kilowatthour
2001-02,US,U.S. Total,OTH,other,6.94,cents per kilowatthour
2001-02,US,U.S. Total,IND,industrial,4.8,cents per kilowatthour
2001-02,US,U.S. Total,COM,commercial,7.51,cents per kilowatthour
2001-01,US,U.S. Total,ALL,all sectors,6.75,cents per kilowatthour
2001-01,US,U.S. Total,COM,commercial,7.25,cents per kilowatthour
2001-01,US,U.S. Total,IND,industrial,4.73,cents per kilowatthour
2001-01,US,U.S. Total,OTH,other,6.48,cents per kilowatthour
2001-01,US,U.S. Total,RES,residential,7.73,cents per kilowatthour
2001-01,US,U.S. Total,TRA,transportation,,cents per kilowatthour
